Custom Office,Reg Number,Importer,HS Code,FOB Value (N),CIF Value (N),Total Tax(N),Receipt Number,Receipt Date,Mass(KG),Country  of Origin,Country  of Supply,Nbr Of Containers,Container Nbr,Container Size
NT,C43374,23971,9400000,1700725,2049218,592674,R50766,2021-06-05,7000,China,China,5,ECMU9543114,45G1
NT,C43386,20665,12200000,25195930,26897241,4773853,R54410,2021-05-17,10692,China,China,2,MSCU7707521,40HC
NT,C43386,20665,12200000,25195930,26897241,4773853,R54410,2021-05-17,10692,China,China,2,MSCU8436363,40HC
NT,C43387,55348,28739000,501783,501783,146880,R50555,2021-06-05,1300,United States,United States,1,MRKU5874091,45G1
NT,C43388,74334,16400000,601662,601662,175890,R57181,2021-05-24,2000,United Arab Emirates,United Arab Emirates,1,MSKU9730751,45G1
NT,C43388,74334,16800000,201752,201752,59737,R57181,2021-05-24,1000,United Arab Emirates,United Arab Emirates,1,MSKU9730751,45G1
NT,C43391,71308,2209099,2365600,2458978,300236,R50562,2021-06-05,10000,China,China,1,INKU2596734,45G1
NT,C43395,3614,37100000,3941797,4561362,551646,R52386,2021-11-05,15751,China,China,1,GESU5509675,45G1
NT,C43395,3614,4409000,1380600,1597497,108751,R52386,2021-11-05,10000,China,China,1,GESU5509675,45G1
NT,C43397,33797,43700000,1591390,1859113,225541,R51811,2021-10-05,2000,China,China,1,MAGU5524812,40DV
NT,C4484,55348,21901000,151714,151714,45203,R7610,2021-01-18,500,United States,United States,1,DRYU9071760,40HC
NT,C43417,79437,2400000,1823850,2192043,147966,R50560,2021-06-05,3500,China,China,1,UETU5221120,40DV
NT,C43417,79437,35300000,316800,380431,47183,R50560,2021-06-05,2000,China,China,1,UETU5221120,40DV
NT,C43417,79437,36610000,178506,214360,39118,R50560,2021-06-05,1210,China,China,1,UETU5221120,40DV
NT,C43417,79437,39210000,80400,96357,28956,R50560,2021-06-05,500,China,China,1,UETU5221120,40DV
NT,C43419,87872,36610000,3862800,4507581,797947,R52503,2021-12-05,6997,Turkey,Turkey,1,ARKU8366471,40GP
NT,C43420,78138,38100000,5090110,6029377,726677,R50597,2021-06-05,26068,China,China,1,CBHU8723029,40HC
NT,C43437,64614,28719000,501783,501783,146880,R53224,2021-05-13,1000,Germany,Germany,1,CAIU8230188,40HC
NT,C43440,27426,28719000,251790,251797,74271,R50632,2021-06-05,1500,Belgium,Belgium,0,Unknown,Unknown
NT,C43446,1482,28719000,1001769,1001769,292101,R53225,2021-05-13,1000,Germany,Germany,1,MSCU9560213,40HC
NT,C43456,70405,4401000,55841644,60001693,4070608,R56020,2021-05-20,41240,Netherlands,Netherlands,4,PONU8241566,45G1
NT,C43456,70405,4401000,55841644,60001693,4070608,R56020,2021-05-20,41240,Netherlands,Netherlands,4,MRKU4812388,45G1
NT,C43456,70405,4401000,55841644,60001693,4070608,R56020,2021-05-20,41240,Netherlands,Netherlands,4,MRKU3397446,45G1
NT,C43456,70405,4401000,55841644,60001693,4070608,R56020,2021-05-20,41240,Netherlands,Netherlands,4,TCNU9054620,45G1
NT,C43464,42054,4402000,9221200,10147494,687332,R50589,2021-06-05,21000,China,China,1,CMAU5620204,45G1
NT,C4491,69048,2209099,4549739,5311932,641062,R12867,2021-01-29,5090,China,China,3,TCNU7462346,40GP
NT,C4491,69048,2209099,4549739,5311932,641062,R12867,2021-01-29,5090,China,China,3,TEMU7203957,40GP
NT,C4491,69048,2209099,4549739,5311932,641062,R12867,2021-01-29,5090,China,China,3,SEGU4350665,40GP
NT,C43472,42054,4402000,9079360,10003526,677492,R50588,2021-06-05,22860,China,China,1,DFSU7033083,45G1
NT,C43482,62318,4401000,10521400,11297974,768237,R54059,2021-05-17,9901,Germany,Germany,1,MAGU5206766,40DV
NT,C43482,62318,39311000,2877800,3090166,896446,R54059,2021-05-17,400,China,Germany,1,MAGU5206766,40DV
NT,C43500,13162,28729000,685584,824607,368810,R51121,2021-09-05,920,China,China,1,PCIU4650200,40DV
NT,C43508,70370,23410000,5183488,6018571,1740463,R51138,2021-09-05,26712,China,China,1,TEMU6714335,40DV
NT,C4495,24067,27130000,252184,252184,74384,R6080,2021-01-14,2250,United States,United States,1,MEDU8993051,40HC
NT,C43522,96115,2139099,39348125,40567860,4934836,R51851,2021-10-05,8773,Turkey,Turkey,1,MSCU4538921,40OT
NT,C43528,56938,28719000,151714,151714,45203,R51591,2021-10-05,3080,United States,United States,1,TCNU8758918,45G0
NT,C43533,73057,28490000,151714,151714,45203,R55300,2021-05-19,250,United States,United States,1,GATU8658168,40HC
NT,C43539,979,28739000,251790,251790,74269,R54014,2021-05-17,1600,United States,United States,1,ZCSU8893276,45G0
NT,C43539,979,28410000,601662,601662,74766,R54014,2021-05-17,200,United States,United States,1,ZCSU8893276,45G0
NT,C43542,37416,18500000,501783,501783,146880,R50834,2021-09-05,1000,United States,United States,1,CMAU4192020,45G1
NT,C43560,13701,27120000,251790,251790,74269,R53041,2021-05-13,1596,Japan,Japan,1,PONU7684467,45G1
NT,C43576,20950,21901000,251790,251790,74269,R52336,2021-11-05,859,United States,United States,1,CAXU9984646,45G1
NT,C4503,51586,18300000,1001769,1001769,292101,R5269,2021-12-01,2000,United States,United States,1,MRKU3862912,40DV
NT,C43605,3720,28739000,351866,351866,103337,R53401,2021-05-16,1068,Germany,United States,1,TCLU7877896,40HC
NT,C43615,86610,28739000,101676,101652,30663,R50811,2021-06-05,2000,Belgium,Belgium,0,Unknown,Unknown
NT,C43622,30027,28739000,251790,251790,74269,R50863,2021-09-05,500,Italy,Italy,1,TRLU8097110,45G1
NT,C43623,61982,28721000,114643780,120343384,14614429,R51164,2021-09-05,33140,China,China,8,CCLU7312050,40DV
NT,C43623,61982,28721000,114643780,120343384,14614429,R51164,2021-09-05,33140,China,China,8,CCLU7409374,40DV
NT,C43623,61982,28721000,114643780,120343384,14614429,R51164,2021-09-05,33140,China,China,8,CCLU7954759,40DV
NT,C43623,61982,28721000,114643780,120343384,14614429,R51164,2021-09-05,33140,China,China,8,TCNU6690383,40DV
NT,C43623,61982,28721000,114643780,120343384,14614429,R51164,2021-09-05,33140,China,China,8,CCLU6730482,40DV
NT,C43623,61982,28721000,114643780,120343384,14614429,R51164,2021-09-05,33140,China,China,8,CCLU6586610,40DV
NT,C43623,61982,28721000,114643780,120343384,14614429,R51164,2021-09-05,33140,China,China,8,CAIU8646880,40DV
NT,C43623,61982,28721000,114643780,120343384,14614429,R51164,2021-09-05,33140,China,China,8,TCNU6213800,40DV
NT,C43650,89132,28719000,501783,501783,146880,R56126,2021-05-20,2000,United States,United States,1,MRKU4620615,45G1
NT,C43655,37740,28719000,501783,501783,146880,R51198,2021-09-05,600,United States,United States,1,TCNU8278288,40HC
NT,C43682,52636,28739000,501783,501783,146880,R51281,2021-09-05,2000,United States,United States,1,MSCU9538009,40HC
NT,C43689,54715,14200000,2082511,2508031,169038,R50876,2021-09-05,13074,United Kingdom,United Kingdom,1,IPXU3322593,22G1
NT,C43702,89208,28739000,101676,101676,30670,R53421,2021-05-16,500,United States,United States,1,MSCU9747605,40HC
NT,C43703,57478,23800000,242925,337485,77574,R50905,2021-09-05,3500,Malaysia,Malaysia,1,MSKU4156888,22G0
NT,C43707,5746,28739000,501783,501783,146880,R50899,2021-09-05,1000,United States,United States,1,MEDU8505645,40HC
NT,C43719,88191,4409000,9089210,10013534,678176,R50996,2021-09-05,19254,China,China,1,TCNU5667497,45G1
NT,C43728,44077,2121000,190972415,195958879,23841336,R51508,2021-10-05,88908,China,China,4,MSKU0990676,45G0
NT,C43728,44077,2121000,190972415,195958879,23841336,R51508,2021-10-05,88908,China,China,4,MSKU0252760,45G0
NT,C43728,44077,2121000,190972415,195958879,23841336,R51508,2021-10-05,88908,China,China,4,MSKU0564808,45G0
NT,C43728,44077,2121000,190972415,195958879,23841336,R51508,2021-10-05,88908,China,China,4,MSKU8065723,45G0
NT,C4517,56042,18500000,878644,1001769,290808,R5041,2021-12-01,24000,China,China,1,EISU9451556,40DV
NT,C4517,56042,43700000,440319,501783,62010,R5041,2021-12-01,18653,China,China,1,EISU9451556,40DV
NT,C4517,56042,4401000,4535358,5171471,349377,R5041,2021-12-01,60000,China,China,1,EISU9451556,40DV
NT,C43732,31788,11100000,9493454,10100411,1793828,R51147,2021-09-05,3000,Lebanon,Lebanon,1,FSCU3309841,22G1
NT,C43733,68497,47100000,1317954,1536427,186666,R51091,2021-09-05,20000,China,India,1,MSKU7808172,22G1
NT,C43733,68497,36500000,1298845,1514166,268729,R51091,2021-09-05,1100,India,India,1,MSKU7808172,22G1
NT,C43734,59973,35100000,1685950,1997210,241954,R51014,2021-09-05,10300,China,China,1,CCLU7286958,40DV
NT,C43734,59973,35300000,1291950,1530517,185744,R51014,2021-09-05,5000,China,China,1,CCLU7286958,40DV
NT,C43734,59973,36300000,435000,514982,149874,R51014,2021-09-05,5000,China,China,1,CCLU7286958,40DV
NT,C43734,59973,41401000,1715500,2032276,28893,R51014,2021-09-05,4000,China,China,1,CCLU7286958,40DV
NT,C43744,58682,25600000,2661100,5319992,339922,R52319,2021-11-05,25800,China,China,1,PCIU1047620,20DV
NT,C43745,68497,47100000,1343170,1564401,190052,R51089,2021-09-05,20000,China,India,1,MSKU7826725,22G1
NT,C43745,68497,36500000,1289980,1502543,266688,R51089,2021-09-05,1100,India,India,1,MSKU7826725,22G1
NT,C4519,45990,14300000,200570,240364,17559,R28980,2021-09-03,200,India,India,1,MRKU7926661,20DV
NT,C43759,53047,45200000,2436520,3075194,370194,R51018,2021-09-05,12640,China,China,2,SEGU5372756,40DV
NT,C43759,53047,45200000,2436520,3075194,370194,R51018,2021-09-05,12640,China,China,2,CCLU7420558,40DV
NT,C4520,85899,21901000,478340,556746,162022,R5061,2021-12-01,1000,China,China,1,ECMU9842080,45G1
NT,C43765,1464,27120000,501783,501783,146880,R55420,2021-05-19,1900,United States,United States,1,GLDU7698131,40HC
NT,C43766,68497,47100000,928879,1084888,132803,R52842,2021-12-05,11180,India,India,1,MSKU1975758,45G1
NT,C43766,68497,36500000,4216415,4925528,871108,R52842,2021-12-05,10000,India,India,1,MSKU1975758,45G1
NT,C43769,52572,28739000,251790,251790,74269,R50952,2021-09-05,1500,Belgium,United States,1,FSCU9938841,40HC
NT,C43778,28186,36900000,5277457,6144592,1087164,R55411,2021-05-19,13790,China,China,1,CCLU7182486,40DV
NT,C43783,88191,37100000,2208000,2577966,311841,R51070,2021-09-05,4000,China,China,1,INKU6105166,45G1
NT,C43783,88191,43900000,2956600,3452252,233015,R51070,2021-09-05,3452,China,China,1,INKU6105166,45G1
NT,C43797,42940,45200000,494100,615227,75253,R51273,2021-09-05,1000,Italy,Italy,1,INKU6080772,40HC
NT,C43809,30721,4409000,13393660,15628428,1049692,R53291,2021-05-13,20493,China,China,4,ECMU9134245,45G1
NT,C43809,30721,4409000,13393660,15628428,1049692,R53291,2021-05-13,20493,China,China,4,CMAU5288661,45G1
NT,C43809,30721,4409000,13393660,15628428,1049692,R53291,2021-05-13,20493,China,China,4,TGHU8967756,45G1
NT,C43809,30721,4409000,13393660,15628428,1049692,R53291,2021-05-13,20493,China,China,4,TCNU4374093,45G1
NT,C43826,70202,32300000,18618100,24266878,2900834,R51103,2021-09-05,25888,China,China,1,MRKU3232580,45G1
NT,C43843,96564,2400000,7502769,8373312,566959,R53232,2021-05-13,15000,China,China,1,PCIU8681908,40DV
NT,C43855,57947,27199000,832940,1002557,290550,R51141,2021-09-05,5000,China,China,1,IPXU3326602,22G1
NT,C43855,57947,15110000,1254520,1510226,102387,R51141,2021-09-05,3647,China,China,1,IPXU3326602,22G1
NT,C43861,39969,16400000,251790,251790,74269,R51201,2021-09-05,3572,Swaziland,Swaziland,1,PONU7787296,45G0
NT,C43868,16520,38100000,4256800,5036723,607320,R55004,2021-05-18,15000,China,China,3,PONU7403744,45G1
NT,C43868,16520,38100000,4256800,5036723,607320,R55004,2021-05-18,15000,China,China,3,PONU7890278,45G1
NT,C43868,16520,38100000,4256800,5036723,607320,R55004,2021-05-18,15000,China,China,3,MRKU5860138,45G1
NT,C4531,35774,28719000,201752,201752,59737,R5466,2021-01-13,1000,United Kingdom,United Kingdom,1,MEDU8629332,40HC
NT,C43870,44872,4409000,1479100,1628229,111535,R53462,2021-05-16,5000,China,China,1,TRLU7273534,45G1
NT,C43870,44872,4409000,6088900,6703540,454537,R53462,2021-05-16,6000,China,China,1,TRLU7273534,45G1
NT,C43878,16520,4100000,986600,1205861,81901,R55007,2021-05-18,10000,China,China,2,MRKU3994821,45G1
NT,C43878,16520,4100000,986600,1205861,81901,R55007,2021-05-18,10000,China,China,2,GESU5947943,45G1
NT,C4532,65979,47200000,1402270,4401600,508407,R5016,2021-12-01,20100,China,China,1,GESU6921687,40DV
NT,C43881,46150,46900000,1331350,1669205,201672,R55009,2021-05-18,8000,China,China,1,PONU7861290,45G1
NT,C43885,32897,9800000,51638,51638,16136,R52083,2021-11-05,433,Italy,Italy,1,FCIU5281636,20DC
NT,C43887,43322,44200000,2097089,2501727,724115,R53665,2021-05-16,26000,China,China,1,TCKU2673300,20GP
NT,C43888,20486,4401000,18387413,20119240,1362942,R53294,2021-05-13,49350,China,China,2,TRLU8114877,45G1
NT,C43888,20486,4401000,18387413,20119240,1362942,R53294,2021-05-13,49350,China,China,2,ECMU9460597,45G1
NT,C43890,32897,9800000,51638,51638,16136,R51144,2021-09-05,500,Italy,Italy,1,CBHU3485632,20DC
NT,C43893,18292,41401000,23434750,25362247,362736,R51383,2021-10-05,16965,China,China,2,CSLU6203060,40DV
NT,C43893,18292,41401000,23434750,25362247,362736,R51383,2021-10-05,16965,China,China,2,TEMU7186947,40DV
NT,C43902,43322,4409000,2937294,3531446,238055,R57261,2021-05-24,17354,China,China,1,CCLU3612233,20DV
NT,C43902,43322,44200000,586690,705087,204687,R57261,2021-05-24,7146,China,China,1,CCLU3612233,20DV
NT,C43905,20879,28739000,101676,101652,30663,R55184,2021-05-18,500,Belgium,Belgium,0,Unknown,Unknown
NT,C43925,87533,39220000,5269380,6197425,1791435,R51115,2021-09-05,20000,China,China,2,MOTU1418793,40GP
NT,C43925,87533,39220000,5269380,6197425,1791435,R51115,2021-09-05,20000,China,China,2,TCNU4102330,40GP
NT,C43939,18516,28739000,751776,751776,219491,R51240,2021-09-05,2500,Italy,Italy,1,MRKU4872052,45G1
NT,C4539,65979,47200000,4201640,13101600,1510801,R5017,2021-12-01,57900,China,China,3,CCLU7639886,40DV
NT,C4539,65979,47200000,4201640,13101600,1510801,R5017,2021-12-01,57900,China,China,3,CCLU6600560,40DV
NT,C4539,65979,47200000,4201640,13101600,1510801,R5017,2021-12-01,57900,China,China,3,CCLU6904579,40DV
NT,C43962,3118,27120000,51638,51638,16136,R51275,2021-09-05,1220,Japan,Japan,1,CMAU7030315,45G1
NT,C43967,91766,28739000,101676,101676,30670,R51202,2021-09-05,500,Belgium,Belgium,0,Unknown,Unknown
NT,C4541,43021,27130000,251790,251790,74269,R5377,2021-01-13,2000,United States,United Kingdom,1,MRKU4455378,45G1
NT,C43974,34276,4402000,9260600,10187682,690078,R51271,2021-09-05,16300,China,China,1,MRKU4904355,45G1
NT,C43986,11693,47200000,1551990,1762386,214313,R55440,2021-05-19,5000,China,China,1,TCNU5981229,40GP
NT,C43986,11693,2400000,3193000,3626006,245544,R55440,2021-05-19,10000,China,China,1,TCNU5981229,40GP
NT,C44004,75483,28739000,2070100,2304136,667916,R54737,2021-05-18,5000,Germany,Germany,1,BMOU4927868,40HC
NT,C44011,78329,16100000,7308330,9199870,2653978,R53062,2021-05-13,40000,China,China,6,MAGU5342309,45G1
NT,C44011,78329,16100000,7308330,9199870,2653978,R53062,2021-05-13,40000,China,China,6,TGHU8137430,45G1
NT,C44011,78329,16100000,7308330,9199870,2653978,R53062,2021-05-13,40000,China,China,6,ECMU9848031,45G1
NT,C44011,78329,16100000,7308330,9199870,2653978,R53062,2021-05-13,40000,China,China,6,CMAU4298691,45G1
NT,C44011,78329,16100000,7308330,9199870,2653978,R53062,2021-05-13,40000,China,China,6,CMAU4289806,45G1
NT,C44011,78329,16100000,7308330,9199870,2653978,R53062,2021-05-13,40000,China,China,6,CMAU5821127,45G1
NT,C44018,54514,4900000,13960035,14571326,993516,R53216,2021-05-13,11201,Turkey,Turkey,1,TRHU3561914,22G0
NT,C44022,34354,28739000,501783,501783,146880,R54926,2021-05-18,3750,United States,United States,1,CMAU4685129,45G1
NT,C44023,71968,4409000,11239465,13653700,913228,R54593,2021-05-18,24100,China,China,1,PCIU8605549,40DV
NT,C4547,68190,35300000,1439700,1676494,203571,R5065,2021-12-01,5000,China,China,1,TRLU7652179,45G1
NT,C44045,42009,13100000,969461,2501924,711730,R51284,2021-09-05,12702,China,Germany,1,GATU8451777,45G0
NT,C4550,52511,28719000,201752,201752,59737,R5462,2021-01-13,1500,United Kingdom,United Kingdom,1,CLHU8356469,40HC
NT,C44061,57921,28719000,251593,251708,74245,R51264,2021-09-05,1000,Spain,Spain,1,TRHU2679190,22G0
NT,C44078,92014,28739000,251790,251790,74269,R53271,2021-05-13,1500,Belgium,France,1,CAXU9029288,40GP
NT,C4552,65979,38100000,2791908,8801600,1011440,R5014,2021-12-01,45598,China,China,2,TEMU7050267,40DV
NT,C4552,65979,38100000,2791908,8801600,1011440,R5014,2021-12-01,45598,China,China,2,MAGU5207799,40DV
NT,C44100,37418,16400000,1223000,1427880,413713,R51558,2021-10-05,7250,China,China,1,PCIU8540392,40DV
NT,C44104,23191,4409000,14375508,16167223,1091031,R51361,2021-10-05,48549,China,China,2,CCLU7433149,40DV
NT,C44104,23191,4409000,14375508,16167223,1091031,R51361,2021-10-05,48549,China,China,2,CSLU6059143,40DV
NT,C4557,10906,39210000,435000,926723,265140,R5015,2021-12-01,4800,China,China,1,CCLU7108004,40DV
NT,C4557,10906,35300000,986600,2104153,246937,R5015,2021-12-01,4000,China,China,1,CCLU7108004,40DV
NT,C44136,4858,28719000,251790,251790,74269,R51365,2021-10-05,315,Swaziland,Swaziland,1,MSCU6578780,20DV
NT,C44145,40790,47100000,2621700,3055001,369784,R51354,2021-10-05,12000,China,China,1,IPXU3554578,20DV
NT,C44146,38412,28739000,251790,251790,74269,R51570,2021-10-05,3750,Germany,Germany,1,CMAU4009253,45G1
NT,C44147,4196,28739000,101676,101676,30670,R51571,2021-10-05,4276,Swaziland,Swaziland,1,CAXU9297640,45G1
NT,C44149,33845,28739000,151714,151714,45203,R51572,2021-10-05,1600,Germany,Germany,1,CMAU5313110,45G1
NT,C44150,34354,28739000,151714,151714,45203,R51573,2021-10-05,3000,Germany,Germany,1,CMAU5587791,45G1
NT,C44171,86353,12200000,9182391,10159708,1800499,R51592,2021-10-05,4284,"Taiwan, Province of China","Taiwan, Province of China",1,MOTU0786867,40GP
